word,rank,cefr,pos,ipa,meaning_vi,example_en,is_concrete_noun,orig_rank,sfi,freq_per_million
guest,1285,B1,n,/ɡˈɛst/,khách,We have guests for dinner.,FALSE,1430,57.72,59
bedroom,1286,B1,n,/bˈɛdɹˌum/,phòng ngủ,My bedroom is upstairs.,TRUE,1432,57.71,59
quote,1287,B1,v,/kwˈoʊt/,trích dẫn; báo giá,She quoted a famous writer.,FALSE,1433,57.71,59
climb,1288,B1,v,/klˈaɪm/,"leo, trèo",They climbed the mountain.,FALSE,1434,57.7,59
basically,1289,B1,adv,/bˈeɪsɪkli/,về cơ bản,"Basically, the plan is simple.",FALSE,1435,57.7,59
violence,1290,B1,n,/vˈaɪələns/,bạo lực,The film has too much violence.,FALSE,1436,57.69,59
minister,1291,B1,n,/mˈɪnəstɚ/,bộ trưởng; mục sư,The minister gave a speech.,FALSE,1437,57.69,59
mainly,1292,B1,adv,/mˈeɪnli/,chủ yếu,The class is mainly beginners.,FALSE,1438,57.68,59
mouth,1293,B1,n,/mˈaʊθ/,cái miệng,"Open your mouth, please.",TRUE,1439,57.68,59
noise,1294,B1,n,/nˈɔɪz/,tiếng ồn,The noise kept me awake.,FALSE,1440,57.68,59
manner,1295,B1,n,/mˈænɚ/,cách thức; thái độ,He spoke in a polite manner.,FALSE,1441,57.67,59
gun,1296,B1,n,/ɡˈʌn/,khẩu súng,The police carried a gun.,TRUE,1442,57.67,58
square,1297,B1,n,/skwˈɛɹ/,quảng trường; hình vuông,We met in the town square.,TRUE,1443,57.67,58
occasion,1298,B1,n,/əkˈeɪʒən/,"dịp, cơ hội",This is a special occasion.,FALSE,1444,57.65,58
familiar,1299,B1,adj,/fəmˈɪljɚ/,quen thuộc,Her face looks familiar.,FALSE,1445,57.64,58
ignore,1300,B1,v,/ˌɪɡnˈɔɹ/,"phớt lờ, làm ngơ",Don't ignore the warning.,FALSE,1446,57.64,58
destroy,1301,B1,v,/dɪstɹˈɔɪ/,"phá hủy, tiêu diệt",The fire destroyed the house.,FALSE,1447,57.64,58
affair,1302,B1,n,/əfˈɛɹ/,"việc, chuyện; sự vụ",This is a private affair.,FALSE,1448,57.63,58
civil,1303,B1,adj,/sˈɪvəl/,dân sự; công dân,They discussed civil rights.,FALSE,1449,57.62,58
locate,1304,B1,v,/lˈoʊkˌeɪt/,định vị; đặt ở,Can you locate the problem?,FALSE,1450,57.62,58
citizen,1305,B1,n,/sˈɪtəzən/,công dân,He is a Vietnamese citizen.,FALSE,1451,57.62,58
temperature,1306,B1,n,/tˈɛmpɹətʃɚ/,nhiệt độ,The temperature is rising.,FALSE,1452,57.61,58
gold,1307,B1,n,/ɡˈoʊld/,vàng,The ring is made of gold.,TRUE,1453,57.61,58
domestic,1308,B1,adj,/dəmˈɛstɪk/,trong nước; gia đình,This is a domestic flight.,FALSE,1454,57.57,57
load,1309,B1,n,/lˈoʊd/,tải trọng; hàng chở,The truck carried a heavy load.,FALSE,1455,57.57,57
belief,1310,B1,n,/bɪlˈif/,niềm tin,She has strong beliefs.,FALSE,1456,57.57,57
troop,1311,B1,n,/tɹˈup/,"quân lính, binh sĩ",The troops marched forward.,FALSE,1457,57.57,57
technical,1312,B1,adj,/tˈɛknɪkəl/,thuộc kỹ thuật,This is a technical problem.,FALSE,1458,57.56,57
remind,1313,B1,v,/ɹimˈaɪnd/,nhắc nhở,Remind me to call her.,FALSE,1459,57.56,57
arrangement,1314,B1,n,/ɚˈeɪndʒmənt/,sự sắp xếp; thỏa thuận,We made travel arrangements.,FALSE,1460,57.56,57
skin,1315,B1,n,/skˈɪn/,da,Protect your skin from the sun.,TRUE,1461,57.55,57
prison,1316,B1,n,/pɹˈɪzən/,nhà tù,He spent five years in prison.,TRUE,1462,57.55,57
switch,1317,B1,n,/swˈɪtʃ/,công tắc; sự chuyển đổi,Turn off the light switch.,TRUE,1463,57.55,57
acquire,1318,B1,v,/əkwˈaɪɚ/,"thu được, đạt được",She acquired new skills.,FALSE,1464,57.54,57
corporate,1319,B1,adj,/kˈɔɹpɚət/,"thuộc công ty, doanh nghiệp",He works in corporate law.,FALSE,1465,57.53,57
fairly,1320,B1,adv,/fˈɛɹli/,"khá, tương đối",The exam was fairly easy.,FALSE,1466,57.53,57
wood,1321,B1,n,/wˈʊd/,gỗ,The table is made of wood.,TRUE,1467,57.53,57
participate,1322,B1,v,/pɑɹtˈɪsəpˌeɪt/,tham gia,Everyone should participate.,FALSE,1468,57.53,57
tough,1323,B1,adj,/tˈʌf/,"khó khăn; dai, cứng",It was a tough decision.,FALSE,1469,57.53,57
tear,1324,B1,n,/tˈɛɹ/,giọt nước mắt,A tear ran down her cheek.,FALSE,1470,57.52,57
representative,1325,B1,n,/ɹˌɛpɹəzˈɛntətɪv/,người đại diện,She is our class representative.,FALSE,1471,57.52,57
capacity,1326,B1,n,/kəpˈæsəti/,sức chứa; năng lực,The hall has a large capacity.,FALSE,1472,57.52,57
border,1327,B1,n,/bˈɔɹdɚ/,biên giới,They crossed the border.,FALSE,1473,57.51,56
shake,1328,B1,v,/ʃˈeɪk/,lắc; rung; run,Shake the bottle well.,FALSE,1474,57.51,56
assessment,1329,B1,n,/əsˈɛsmənt/,sự đánh giá,The teacher made an assessment.,FALSE,1475,57.51,56
shoe,1330,B1,n,/ʃˈu/,giày,I bought a new pair of shoes.,TRUE,1476,57.51,56
ad,1331,B1,n,/ˈæd/,quảng cáo,I saw an ad on TV.,FALSE,1478,57.5,56
fee,1332,B1,n,/fˈi/,"lệ phí, phí",The entrance fee is small.,FALSE,1479,57.49,56
hall,1333,B1,n,/hˈɔl/,sảnh; hội trường,The meeting is in the main hall.,TRUE,1480,57.49,56
regulation,1334,B1,n,/ɹˌɛɡjəlˈeɪʃən/,"quy định, quy tắc",Follow the safety regulations.,FALSE,1481,57.48,56
escape,1335,B1,v,/ɪskˈeɪp/,trốn thoát,The bird escaped from the cage.,FALSE,1482,57.48,56
studio,1336,B1,n,/stˈudiˌoʊ/,xưởng; phòng thu,She works in an art studio.,TRUE,1483,57.48,56
proper,1337,B1,adj,/pɹˈɑpɚ/,đúng đắn; thích hợp,Wear proper shoes for hiking.,FALSE,1484,57.47,56
relax,1338,B1,v,/ɹɪlˈæks/,thư giãn,I relax by reading books.,FALSE,1485,57.47,56
tourist,1339,B1,n,/tˈʊɹəst/,khách du lịch,Many tourists visit the city.,FALSE,1486,57.47,56
component,1340,B1,n,/kəmpˈoʊnənt/,"bộ phận, thành phần",This is a key component.,TRUE,1487,57.47,56
afford,1341,B1,v,/əfˈɔɹd/,đủ khả năng (chi trả),I can't afford a new car.,FALSE,1488,57.46,56
lawyer,1342,B1,n,/lˈɔjɚ/,luật sư,She hired a good lawyer.,TRUE,1489,57.46,56
suspect,1343,B1,v,/səspˈɛkt/,nghi ngờ,The police suspect him.,FALSE,1490,57.45,56
cup,1344,B1,n,/kˈʌp/,"cái cốc, tách",I drink a cup of tea.,TRUE,1491,57.45,56
description,1345,B1,n,/dɪskɹˈɪpʃən/,sự mô tả,Write a short description.,FALSE,1492,57.45,56
confidence,1346,B1,n,/kˈɑnfədəns/,sự tự tin; sự tin tưởng,She spoke with confidence.,FALSE,1493,57.44,55
industrial,1347,B1,adj,/ˌɪndˈʌstɹiəl/,thuộc công nghiệp,This is an industrial area.,FALSE,1494,57.42,55
complain,1348,B1,v,/kəmplˈeɪn/,"phàn nàn, than phiền",He complained about the noise.,FALSE,1495,57.42,55
perspective,1349,B1,n,/pɚspˈɛktɪv/,"góc nhìn, quan điểm",Try to see my perspective.,FALSE,1496,57.42,55
error,1350,B1,n,/ˈɛɹɚ/,"lỗi, sai sót",There is an error in the report.,FALSE,1497,57.42,55
arrest,1351,B1,v,/ɚˈɛst/,bắt giữ,The police arrested the thief.,FALSE,1498,57.42,55
assess,1352,B1,v,/əsˈɛs/,đánh giá,The teacher assessed our work.,FALSE,1499,57.41,55
register,1353,B1,v,/ɹˈɛdʒɪstɚ/,đăng ký,Please register for the course.,FALSE,1500,57.4,55
asset,1354,B1,n,/ˈæsˌɛt/,tài sản,Her main asset is patience.,FALSE,1501,57.4,55
signal,1355,B1,n,/sˈɪɡnəl/,tín hiệu,The phone signal is weak.,FALSE,1502,57.39,55
finger,1356,B1,n,/fˈɪŋɡɚ/,ngón tay,She cut her finger.,TRUE,1503,57.38,55
relevant,1357,B1,adj,/ɹˈɛləvənt/,"liên quan, thích hợp",Please give relevant examples.,FALSE,1504,57.38,55
explore,1358,B1,v,/ɪksplˈɔɹ/,khám phá,We explored the old town.,FALSE,1505,57.37,55
leadership,1359,B1,n,/lˈidɚʃˌɪp/,sự lãnh đạo,The team needs strong leadership.,FALSE,1506,57.37,55
commitment,1360,B1,n,/kəmˈɪtmənt/,sự cam kết,She showed great commitment.,FALSE,1507,57.36,54
wake,1361,B1,v,/wˈeɪk/,thức dậy; đánh thức,I wake up at six every day.,FALSE,1508,57.36,54
necessarily,1362,B1,adv,/nˌɛsəsˈɛɹəli/,nhất thiết,This is not necessarily true.,FALSE,1509,57.35,54
bright,1363,B1,adj,/bɹˈaɪt/,sáng; thông minh,The room is bright and clean.,FALSE,1510,57.34,54
frame,1364,B1,n,/fɹˈeɪm/,khung,The photo is in a wooden frame.,TRUE,1511,57.34,54
slowly,1365,B1,adv,/slˈoʊli/,chậm rãi,Please speak more slowly.,FALSE,1512,57.34,54
bond,1366,B1,n,/bˈɑnd/,mối liên kết; trái phiếu,There is a strong bond between them.,FALSE,1513,57.34,54
hire,1367,B1,v,/hˈaɪɚ/,thuê (người/xe),They hired a new teacher.,FALSE,1514,57.34,54
hole,1368,B1,n,/hˈoʊl/,cái lỗ,There is a hole in my sock.,TRUE,1515,57.33,54
tie,1369,B1,n,/tˈaɪ/,cà vạt; sự ràng buộc,He wore a blue tie.,TRUE,1516,57.33,54
internal,1370,B1,adj,/ˌɪntˈɝnəl/,"bên trong, nội bộ",This is an internal report.,FALSE,1517,57.33,54
chain,1371,B1,n,/tʃˈeɪn/,dây xích; chuỗi,The dog is on a chain.,TRUE,1518,57.32,54
literature,1372,B1,n,/lˈɪtɚətʃɚ/,văn học,She studies English literature.,FALSE,1519,57.29,54
victim,1373,B1,n,/vˈɪktəm/,nạn nhân,The flood victims needed help.,FALSE,1520,57.29,54
threaten,1374,B1,v,/θɹˈɛtən/,đe dọa,The storm threatened the coast.,FALSE,1521,57.28,53
division,1375,B1,n,/dɪvˈɪʒən/,sự phân chia; bộ phận,The company has three divisions.,FALSE,1522,57.28,53
secure,1376,B1,adj,/sɪkjˈʊɹ/,an toàn; chắc chắn,Keep your password secure.,FALSE,1523,57.27,53
amaze,1377,B1,v,/əmˈeɪz/,làm kinh ngạc,Her talent amazes everyone.,FALSE,1524,57.27,53
device,1378,B1,n,/dɪvˈaɪs/,thiết bị,This is a useful device.,TRUE,1525,57.26,53
birth,1379,B1,n,/bˈɝθ/,"sự sinh, sự ra đời",The baby's birth was celebrated.,FALSE,1526,57.26,53
forest,1380,B1,n,/fˈɔɹəst/,rừng,Many animals live in the forest.,TRUE,1527,57.26,53
label,1381,B1,n,/lˈeɪbəl/,"nhãn, mác",Read the label before use.,TRUE,1528,57.26,53
root,1382,B1,n,/ɹˈut/,rễ (cây); gốc,The tree has deep roots.,TRUE,1529,57.26,53
factory,1383,B1,n,/fˈæktɚi/,nhà máy,She works in a shoe factory.,TRUE,1530,57.25,53
expense,1384,B1,n,/ɪkspˈɛns/,chi phí,Travel expenses are high.,FALSE,1531,57.25,53
channel,1385,B1,n,/tʃˈænəl/,kênh (truyền hình); kênh dẫn,Change the TV channel.,FALSE,1532,57.25,53
investigate,1386,B1,v,/ˌɪnvˈɛstəɡˌeɪt/,điều tra,The police investigated the case.,FALSE,1533,57.25,53
recommendation,1387,B1,n,/ɹˌɛkəməndˈeɪʃən/,"lời giới thiệu, khuyến nghị",She gave a strong recommendation.,FALSE,1534,57.24,53
rank,1388,B1,n,/ɹˈæŋk/,cấp bậc; thứ hạng,He holds a high rank.,FALSE,1535,57.23,53
typical,1389,B1,adj,/tˈɪpəkəl/,"điển hình, tiêu biểu",This is a typical winter day.,FALSE,1536,57.23,53
west,1390,B1,n,/wˈɛst/,phía tây,The sun sets in the west.,FALSE,1537,57.23,53
friendly,1391,B1,adj,/fɹˈɛndli/,thân thiện,The staff are very friendly.,FALSE,1538,57.23,53
resident,1392,B1,n,/ɹˈɛzɪdənt/,"cư dân, người ở",The residents love the park.,FALSE,1539,57.23,53
provision,1393,B1,n,/pɹəvˈɪʒən/,sự cung cấp; điều khoản,The provision of food is important.,FALSE,1540,57.23,53
concentrate,1394,B1,v,/kˈɑnsəntɹˌeɪt/,tập trung,I can't concentrate with this noise.,FALSE,1541,57.22,53
export,1395,B1,v,/ˈɛkspɔɹt/,xuất khẩu,They export rice to many countries.,FALSE,1543,57.21,53
entirely,1396,B1,adv,/ɪntˈaɪɚli/,hoàn toàn,I am entirely satisfied.,FALSE,1544,57.21,53
strongly,1397,B1,adv,/stɹˈɔŋli/,mạnh mẽ,I strongly agree with you.,FALSE,1545,57.21,53
bridge,1398,B1,n,/bɹˈɪdʒ/,cây cầu,They built a new bridge.,TRUE,1546,57.2,53
consist,1399,B1,v,/kənsˈɪst/,"bao gồm, gồm có",The team consists of five people.,FALSE,1547,57.2,52
graduate,1400,B1,v,/ɡɹˈædʒəwət/,tốt nghiệp,She will graduate next year.,FALSE,1548,57.2,52
brand,1401,B1,n,/bɹˈænd/,"nhãn hiệu, thương hiệu",This is a famous shoe brand.,FALSE,1549,57.19,52
moral,1402,B1,adj,/mˈɔɹəl/,thuộc đạo đức,It is a moral question.,FALSE,1550,57.18,52
insist,1403,B1,v,/ˌɪnsˈɪst/,"khăng khăng, nài nỉ",She insisted on paying.,FALSE,1551,57.17,52
combination,1404,B1,n,/kˌɑmbənˈeɪʃən/,sự kết hợp,Try a combination of colors.,FALSE,1552,57.17,52
abuse,1405,B1,n,/əbjˈus/,"sự lạm dụng, ngược đãi",Drug abuse is a serious problem.,FALSE,1553,57.17,52
ice,1406,B1,n,/ˈaɪs/,"nước đá, băng",Add some ice to my drink.,TRUE,1554,57.16,52
principal,1407,B1,n,/pɹˈɪnsəpəl/,hiệu trưởng,The principal spoke to the students.,FALSE,1555,57.16,52
master,1408,B1,v,/mˈæstɚ/,"tinh thông, làm chủ",She mastered three languages.,FALSE,1556,57.16,52
definitely,1409,B1,adv,/dˈɛfənətli/,"chắc chắn, nhất định",I will definitely come.,FALSE,1557,57.16,52
session,1410,B1,n,/sˈɛʃən/,buổi (họp/học),The training session lasts an hour.,FALSE,1558,57.16,52
grade,1411,B1,n,/ɡɹˈeɪd/,điểm; lớp; loại,She got a good grade.,FALSE,1559,57.16,52
predict,1412,B1,v,/pɹɪdˈɪkt/,dự đoán,Nobody can predict the future.,FALSE,1561,57.15,52
previously,1413,B1,adv,/pɹˈiviəsli/,trước đây,She previously worked here.,FALSE,1562,57.14,52
protection,1414,B1,n,/pɹətˈɛkʃən/,sự bảo vệ,Wear a hat for sun protection.,FALSE,1563,57.14,52
largely,1415,B1,adv,/lˈɑɹdʒli/,"phần lớn, chủ yếu",The plan was largely successful.,FALSE,1564,57.14,52
wed,1416,B1,v,/wˈɛd/,"kết hôn, cưới",They wed in a small church.,FALSE,1565,57.13,52
rent,1417,B1,v,/ɹˈɛnt/,thuê; cho thuê,We rent a small apartment.,FALSE,1566,57.13,52
shot,1418,B1,n,/ʃˈɑt/,phát bắn; cú sút; mũi tiêm,He scored with a great shot.,FALSE,1567,57.12,52
appearance,1419,B1,n,/əpˈɪɹəns/,vẻ ngoài; sự xuất hiện,Don't judge by appearance.,FALSE,1568,57.12,52
reasonable,1420,B1,adj,/ɹˈizənəbəl/,hợp lý; phải chăng,The price is reasonable.,FALSE,1569,57.12,52
guarantee,1421,B1,v,/ɡˌɛɹəntˈi/,"đảm bảo, bảo hành",We guarantee the product for a year.,FALSE,1570,57.12,52
theme,1422,B1,n,/θˈim/,chủ đề (chính),The theme of the party is space.,FALSE,1572,57.11,51
judgment,1423,B1,n,/dʒˈʌdʒmənt/,sự phán xét; phán quyết,Use your own judgment.,FALSE,1573,57.11,51
odd,1424,B1,adj,/ˈɑd/,kỳ lạ; lẻ,That is an odd number.,FALSE,1574,57.11,51
approve,1425,B1,v,/əpɹˈuv/,"chấp thuận, phê duyệt",The manager approved the plan.,FALSE,1575,57.1,51
loan,1426,B1,n,/lˈoʊn/,khoản vay,She took out a bank loan.,FALSE,1576,57.1,51
definition,1427,B1,n,/dˌɛfənˈɪʃən/,định nghĩa,Look up the definition of this word.,FALSE,1577,57.1,51
elect,1428,B1,v,/ɪlˈɛkt/,"bầu, bầu chọn",They elected a new leader.,FALSE,1578,57.09,51
atmosphere,1429,B1,n,/ˈætməsfˌɪɹ/,bầu không khí; khí quyển,The cafe has a nice atmosphere.,FALSE,1579,57.08,51
farmer,1430,B1,n,/fˈɑɹmɚ/,nông dân,The farmer grows rice.,TRUE,1580,57.08,51
comparison,1431,B1,n,/kəmpˈɛɹəsən/,sự so sánh,Make a comparison of the two.,FALSE,1581,57.07,51
characteristic,1432,B1,n,/kˌɛɹəktɚˈɪstɪk/,"đặc điểm, đặc tính",Kindness is her main characteristic.,FALSE,1582,57.07,51
license,1433,B1,n,/lˈaɪsəns/,giấy phép; bằng lái,He has a driver's license.,TRUE,1583,57.07,51
rely,1434,B1,v,/ɹɪlˈaɪ/,"dựa vào, tin cậy",I rely on my friends.,FALSE,1584,57.07,51
narrow,1435,B1,adj,/nˈɛɹoʊ/,hẹp,The street is very narrow.,FALSE,1585,57.07,51
succeed,1436,B1,v,/səksˈid/,thành công,She succeeded in her career.,FALSE,1586,57.06,51
identity,1437,B1,n,/aɪdˈɛntɪtˌi/,danh tính; bản sắc,Please prove your identity.,FALSE,1587,57.06,51
desk,1438,B1,n,/dˈɛsk/,bàn làm việc,My laptop is on the desk.,TRUE,1588,57.05,51
permit,1439,B1,v,/pɚmˈɪt/,cho phép,Smoking is not permitted here.,FALSE,1589,57.04,51
seriously,1440,B1,adv,/sˈɪɹiəsli/,nghiêm túc; nghiêm trọng,Take this warning seriously.,FALSE,1590,57.04,51
wild,1441,B1,adj,/wˈaɪld/,hoang dã; dại,Wild animals live in the forest.,FALSE,1591,57.03,51
empty,1442,B1,adj,/ˈɛmpti/,"trống, rỗng",The bottle is empty.,FALSE,1592,57.03,50
commission,1443,B1,n,/kəmˈɪʃən/,hoa hồng; ủy ban,She earns a sales commission.,FALSE,1593,57.02,50
unique,1444,B1,adj,/junˈik/,"độc nhất, duy nhất",Each person is unique.,FALSE,1594,57.02,50
association,1445,B1,n,/əsˌoʊsiˈeɪʃən/,"hội, hiệp hội; sự liên kết",He joined a sports association.,FALSE,1595,57.01,50
instrument,1446,B1,n,/ˈɪnstɹəmənt/,nhạc cụ; dụng cụ,The violin is a musical instrument.,TRUE,1596,57.01,50
investor,1447,B1,n,/ˌɪnvˈɛstɚ/,nhà đầu tư,The company found new investors.,FALSE,1597,57.01,50
practical,1448,B1,adj,/pɹˈæktəkəl/,"thực tế, thiết thực",She gave me practical advice.,FALSE,1598,57.01,50
tea,1449,B1,n,/tˈi/,trà,Would you like a cup of tea?,TRUE,1599,57,50
lovely,1450,B1,adj,/lˈʌvli/,"đáng yêu, dễ thương",What a lovely day!,FALSE,1600,56.99,50
soft,1451,B1,adj,/sˈɑft/,mềm; nhẹ nhàng,The pillow is very soft.,FALSE,1601,56.99,50
row,1452,B1,n,/ɹˈoʊ/,"hàng, dãy",We sat in the front row.,FALSE,1602,56.99,50
youth,1453,B1,n,/jˈuθ/,tuổi trẻ; thanh niên,He was a great player in his youth.,FALSE,1603,56.99,50
lock,1454,B1,v,/lˈɑk/,khóa,Lock the door before you leave.,FALSE,1604,56.98,50
fuel,1455,B1,n,/fjˈuəl/,nhiên liệu,The car is low on fuel.,TRUE,1605,56.98,50
expectation,1456,B1,n,/ˌɛkspɛktˈeɪʃən/,"sự mong đợi, kỳ vọng",The result met our expectations.,FALSE,1606,56.98,50
employment,1457,B1,n,/ɛmplˈɔɪmənt/,"việc làm, sự tuyển dụng",She is looking for employment.,FALSE,1607,56.98,50
celebrate,1458,B1,v,/sˈɛləbɹˌeɪt/,"kỷ niệm, ăn mừng",We celebrated her birthday.,FALSE,1608,56.97,50
sexual,1459,B1,adj,/sˈɛkʃuəl/,"thuộc giới tính, tình dục",This is a sexual health class.,FALSE,1609,56.97,50
shoulder,1460,B1,n,/ʃˈoʊldɚ/,vai,He carried the bag on his shoulder.,TRUE,1610,56.96,50
breath,1461,B1,n,/bɹˈɛθ/,hơi thở,Take a deep breath.,FALSE,1611,56.96,50
increasingly,1462,B1,adv,/ɪnkɹˈisɪŋli/,ngày càng,It is increasingly difficult.,FALSE,1612,56.96,50
import,1463,B1,v,/ˌɪmpˈɔɹt/,nhập khẩu,They import cars from Japan.,FALSE,1613,56.95,50
bottle,1464,B1,n,/bˈɑtəl/,cái chai,I drink a bottle of water daily.,TRUE,1614,56.95,50
sheet,1465,B1,n,/ʃˈit/,tờ (giấy); tấm; ga giường,Give me a sheet of paper.,TRUE,1616,56.94,49
engine,1466,B1,n,/ˈɛndʒən/,"động cơ, máy",The car engine is broken.,TRUE,1617,56.94,49
cast,1467,B1,v,/kˈæst/,chọn vai; ném; đúc,She was cast in the main role.,FALSE,1618,56.93,49
notion,1468,B1,n,/nˈoʊʃən/,"ý niệm, quan niệm",I have no notion of the time.,FALSE,1619,56.93,49
conservative,1469,B1,adj,/kənsˈɝvətɪv/,bảo thủ; thận trọng,He has conservative views.,FALSE,1620,56.93,49
journey,1470,B1,n,/dʒˈɝni/,cuộc hành trình,It was a long journey home.,FALSE,1621,56.92,49
opposition,1471,B1,n,/ˌɑpəzˈɪʃən/,sự phản đối; phe đối lập,There was strong opposition.,FALSE,1622,56.92,49
relief,1472,B1,n,/ɹɪlˈif/,sự nhẹ nhõm; sự cứu trợ,It was a great relief to finish.,FALSE,1623,56.92,49
debt,1473,B1,n,/dˈɛt/,"nợ, khoản nợ",He is deep in debt.,FALSE,1624,56.92,49
honor,1474,B1,n,/ˈɑnɚ/,danh dự; vinh dự,It is an honor to meet you.,FALSE,1625,56.91,49
outcome,1475,B1,n,/ˈaʊtkˌʌm/,kết quả,What was the outcome of the game?,FALSE,1626,56.89,49
blame,1476,B1,v,/blˈeɪm/,"đổ lỗi, trách",Don't blame yourself.,FALSE,1627,56.89,49
explanation,1477,B1,n,/ˌɛksplənˈeɪʃən/,lời giải thích,I need a clear explanation.,FALSE,1628,56.89,49
arise,1478,B1,v,/ɚˈaɪz/,"nảy sinh, phát sinh",Problems may arise later.,FALSE,1629,56.89,49
musical,1479,B1,adj,/mjˈuzɪkəl/,thuộc âm nhạc,She has great musical talent.,FALSE,1630,56.88,49
recover,1480,B1,v,/ɹɪkˈʌvɚ/,hồi phục; lấy lại,He recovered from his illness.,FALSE,1631,56.87,49
dad,1481,B1,n,/dˈæd/,bố (thân mật),My dad drives me to school.,FALSE,1632,56.87,49
stretch,1482,B1,v,/stɹˈɛtʃ/,kéo dài; căng ra,Stretch your arms before running.,FALSE,1633,56.87,49
declare,1483,B1,v,/dɪklˈɛɹ/,tuyên bố; khai báo,They declared the results.,FALSE,1634,56.86,49
retire,1484,B1,v,/ɹɪtˈaɪɹ/,nghỉ hưu,My father will retire next year.,FALSE,1635,56.86,48
tiny,1485,B1,adj,/tˈaɪni/,"nhỏ xíu, tí hon",A tiny insect landed on my hand.,FALSE,1636,56.85,48
careful,1486,B1,adj,/kˈɛɹfəl/,cẩn thận,Be careful on the wet floor.,FALSE,1637,56.84,48
suitable,1487,B1,adj,/sˈutəbəl/,"phù hợp, thích hợp",This film is suitable for children.,FALSE,1638,56.84,48
native,1488,B1,adj,/nˈeɪtɪv/,bản địa; bản xứ,English is her native language.,FALSE,1639,56.84,48
fruit,1489,B1,n,/fɹˈut/,"trái cây, quả",I eat fresh fruit every day.,TRUE,1640,56.84,48
analyze,1490,B1,v,/ˈænəlˌaɪz/,phân tích,Let's analyze the results.,FALSE,1641,56.83,48
witness,1491,B1,n,/wˈɪtnəs/,nhân chứng,The witness saw the accident.,FALSE,1642,56.83,48
mail,1492,B1,n,/mˈeɪl/,"thư từ, bưu phẩm",The mail arrives at noon.,TRUE,1643,56.83,48
terrible,1493,B1,adj,/tˈɛɹəbəl/,"kinh khủng, tồi tệ",The weather is terrible today.,FALSE,1644,56.83,48
researcher,1494,B1,n,/ɹˈisɚtʃɚ/,nhà nghiên cứu,The researcher published a paper.,FALSE,1645,56.82,48
